sp_creole,dbh_cm,ht_m,plot_fname,date,plot_id,plot_loc,data_scribe,plot_no,plot_shp,plot_area
casse,8.3,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,10.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa pini,9.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa pini,5.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa pini,9.1,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
zaboka,38.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
zamann,8.6,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
sikren,5.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,10.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa dom,12.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa savann,11.0,12.0,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa savann,5.1,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
kaymit,8.3,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
mango,12.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
kaymit,6.3,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
mango,6.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,12.6,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,5.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
campeche,12.8,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
campeche,5.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,14.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,10.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,12.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
palmis,44.3,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
mango,44.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
sikren,8.2,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
kaymit,6.1,7.5,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,13.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,12.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,7.4,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,6.1,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,10.1,8.0,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,6.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
mango,6.2,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bois blanc,5.3,6.0,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,14.3,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,14.7,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,5.1,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa palmis,6.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa palmis,6.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,7.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa dom,17.4,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
sikren,11.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
sikren,6.1,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
sikren,8.1,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
palmis,33.4,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa dom,10.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa dom,5.8,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa dom,6.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
pendoula,6.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa dom,6.4,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa pini,12.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
mango,39.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
saman,6.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
palmis,33.3,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
kaymit,7.7,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
kaymit,8.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bois blanc,5.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
madlenn,6.2,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa pini,11.7,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
gommier,5.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
campeche,37.0,14.0,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
campeche,30.6,14.0,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
zoranj dous,17.2,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
zoranj dous,14.2,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
zoranj dous,10.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
campeche,7.7,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
campeche,7.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,9.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
mango,30.5,9.0,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,15.7,12.0,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
campeche,8.4,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
palmis,22.4,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
palmis,38.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
twa pawol,7.4,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
twa pawol,10.1,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,12.3,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
campeche,12.6,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
campeche,21.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
madlenn,5.2,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
twa pawol,6.2,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,11.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
zaboka,44.3,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
zaboka,9.3,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
zaboka,8.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,11.6,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
sikren,6.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
sikren,12.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,6.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,9.2,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,16.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,10.4,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa pini,5.8,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa pini,16.8,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,12.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,6.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,15.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,11.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
damari,5.8,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,6.4,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
rabi,8.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
rabi,6.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,7.8,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
rabi,9.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa pini,7.8,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
palmis,19.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
kaymit,38.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
palmis,33.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa pini,7.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa poupe,12.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
palmis,28.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
palmis,31.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,13.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bois blanc,6.2,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
madlenn,8.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
mango,5.1,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
madlenn,7.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
madlenn,5.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,16.6,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
madlenn,7.8,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
ti gason,5.8,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
madlenn,9.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa palmis,6.6,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
madlenn,5.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,13.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa pini,15.3,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
mango,5.1,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
sikren,5.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,8.8,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
akoma,7.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
campeche,6.1,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
risin,5.2,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa pini,10.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bois blanc,,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
palmis,38.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
twa pawol,5.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
dalmari,5.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
ti gason,6.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
madlenn,6.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
dalmari,6.0,6.0,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
dalmari,6.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
dalmari,6.7,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
acajou,22.0,16.0,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
mango,6.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
mango,5.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
rabi,8.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,15.7,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,15.8,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
mango,8.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
mango,53.0,16.0,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
campeche,6.7,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
campeche,6.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
campeche,10.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
bwa poupe,16.7,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
campeche,18.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,6.2,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
casse,9.8,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
satanye,13.4,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004
