sp_creole,dbh_cm,ht_m,ba_m2,plot_no,plot_shp,plot_area
zakasya,7.4,5.0,0.004300840342764428,11,Plot_2BO.shp,0.355794
zakasya,7.0,6.5,0.003848451000647497,11,Plot_2BO.shp,0.355794
zakasya,6.7,7.0,0.003525652355491146,11,Plot_2BO.shp,0.355794
zakasya,5.0,5.4,0.001963495408493621,11,Plot_2BO.shp,0.355794
zakasya,6.7,6.6,0.003525652355491146,11,Plot_2BO.shp,0.355794
zakasya,5.8,6.0,0.0026420794216690155,11,Plot_2BO.shp,0.355794
zakasya,6.4,6.1,0.003216990877275948,11,Plot_2BO.shp,0.355794
zakasya,8.4,6.8,0.005541769440932396,11,Plot_2BO.shp,0.355794
zakasya,5.0,4.0,0.001963495408493621,11,Plot_2BO.shp,0.355794
zakasya,5.2,4.2,0.0021237166338267006,11,Plot_2BO.shp,0.355794
zakasya,5.0,4.0,0.001963495408493621,11,Plot_2BO.shp,0.355794
zakasya,7.1,6.0,0.003959192141686536,11,Plot_2BO.shp,0.355794
zakasya,5.8,6.0,0.0026420794216690155,11,Plot_2BO.shp,0.355794
zakasya,7.0,6.5,0.003848451000647497,11,Plot_2BO.shp,0.355794
zakasya,5.2,5.5,0.0021237166338267006,11,Plot_2BO.shp,0.355794
zakasya,6.6,6.0,0.003421194399759285,11,Plot_2BO.shp,0.355794
zakasya,6.1,6.0,0.002922466566001905,11,Plot_2BO.shp,0.355794
kasya,6.0,6.0,0.0028274333882308137,11,Plot_2BO.shp,0.355794
zakasya,5.1,6.0,0.0020428206229967626,11,Plot_2BO.shp,0.355794
kasya,10.0,6.0,0.007853981633974483,11,Plot_2BO.shp,0.355794
zakasya,6.0,6.1,0.0028274333882308137,11,Plot_2BO.shp,0.355794
zakasya,5.1,5.8,0.0020428206229967626,11,Plot_2BO.shp,0.355794
bwa pine,9.0,7.0,0.0063617251235193305,11,Plot_2BO.shp,0.355794
zakasya,5.1,6.5,0.0020428206229967626,11,Plot_2BO.shp,0.355794
zakasya,8.0,7.0,0.005026548245743669,11,Plot_2BO.shp,0.355794
zakasya,5.3,6.0,0.002206183440983432,11,Plot_2BO.shp,0.355794
zakasya,5.2,5.9,0.0021237166338267006,11,Plot_2BO.shp,0.355794
zakasya,5.9,6.0,0.002733971006786518,11,Plot_2BO.shp,0.355794
kaymit,5.5,4.0,0.002375829444277281,11,Plot_2BO.shp,0.355794
zakasya,10.2,7.0,0.00817128249198705,11,Plot_2BO.shp,0.355794
zakasya,6.4,6.5,0.003216990877275948,11,Plot_2BO.shp,0.355794
zakasya,5.2,4.0,0.0021237166338267006,11,Plot_2BO.shp,0.355794
zakasya,5.3,5.5,0.002206183440983432,11,Plot_2BO.shp,0.355794
mango,93.0,12.0,0.6792908715224532,11,Plot_2BO.shp,0.355794
zakasya,5.6,6.0,0.0024630086404143973,11,Plot_2BO.shp,0.355794
zakasya,6.3,6.0,0.0031172453105244723,11,Plot_2BO.shp,0.355794
bwa dom,6.6,6.0,0.003421194399759285,11,Plot_2BO.shp,0.355794
kasya,5.7,4.0,0.0025517586328783095,11,Plot_2BO.shp,0.355794
bwa dom,9.2,6.0,0.006647610054996002,11,Plot_2BO.shp,0.355794
tamarenn,18.6,3.5,0.027171634860898127,11,Plot_2BO.shp,0.355794
bwa dom,7.2,6.0,0.004071504079052372,11,Plot_2BO.shp,0.355794
zakasya,6.8,6.0,0.0036316811075498014,11,Plot_2BO.shp,0.355794
zakasya,6.5,6.0,0.0033183072403542195,11,Plot_2BO.shp,0.355794
zakasya,8.2,7.0,0.005281017250684441,11,Plot_2BO.shp,0.355794
bwa kapab,5.3,4.0,0.002206183440983432,11,Plot_2BO.shp,0.355794
zakasya,9.6,6.6,0.007238229473870883,11,Plot_2BO.shp,0.355794
zakasya,7.8,6.4,0.004778362426110076,11,Plot_2BO.shp,0.355794
zakasya,6.6,5.0,0.003421194399759285,11,Plot_2BO.shp,0.355794
zakasya,7.5,6.6,0.004417864669110647,11,Plot_2BO.shp,0.355794
kasya,5.1,4.2,0.0020428206229967626,11,Plot_2BO.shp,0.355794
kasya,6.2,5.0,0.003019070540099791,11,Plot_2BO.shp,0.355794
bwa dom,5.2,4.0,0.0021237166338267006,11,Plot_2BO.shp,0.355794
bwa dom,5.2,5.0,0.0021237166338267006,11,Plot_2BO.shp,0.355794
zakasya,6.0,4.3,0.0028274333882308137,11,Plot_2BO.shp,0.355794
bwa kapab,5.2,3.5,0.0021237166338267006,11,Plot_2BO.shp,0.355794
bwa dom,5.0,4.0,0.001963495408493621,11,Plot_2BO.shp,0.355794
zakasya,8.5,7.4,0.005674501730546565,11,Plot_2BO.shp,0.355794
zakasya,6.7,6.0,0.003525652355491146,11,Plot_2BO.shp,0.355794
latanye,49.0,10.0,0.1885740990317273,11,Plot_2BO.shp,0.355794
fwenn,21.0,8.3,0.03463605900582747,11,Plot_2BO.shp,0.355794
bwa dom,6.1,4.2,0.002922466566001905,11,Plot_2BO.shp,0.355794
zakasya,8.1,6.0,0.005152997350050658,11,Plot_2BO.shp,0.355794
zakasya,8.3,5.0,0.005410607947645022,11,Plot_2BO.shp,0.355794
zakasya,6.0,6.5,0.0028274333882308137,11,Plot_2BO.shp,0.355794
zakasya,5.2,5.5,0.0021237166338267006,11,Plot_2BO.shp,0.355794
bwa dom,6.2,4.3,0.003019070540099791,11,Plot_2BO.shp,0.355794
zakasya,5.1,4.8,0.0020428206229967626,11,Plot_2BO.shp,0.355794
zakasya,5.6,4.1,0.0024630086404143973,11,Plot_2BO.shp,0.355794
bwa kapab,5.7,3.8,0.0025517586328783095,11,Plot_2BO.shp,0.355794
zakasya,5.0,3.8,0.001963495408493621,11,Plot_2BO.shp,0.355794
mango,5.3,3.0,0.002206183440983432,11,Plot_2BO.shp,0.355794
mango,5.8,3.3,0.0026420794216690155,11,Plot_2BO.shp,0.355794
mango,5.5,3.0,0.002375829444277281,11,Plot_2BO.shp,0.355794
chenn,24.3,8.4,0.04637697615045592,11,Plot_2BO.shp,0.355794
zakasya,15.4,8.2,0.018626502843133885,11,Plot_2BO.shp,0.355794
chenn,5.9,2.3,0.002733971006786518,11,Plot_2BO.shp,0.355794
zakasya,5.0,4.0,0.001963495408493621,11,Plot_2BO.shp,0.355794
bwa kapab,6.9,4.9,0.0037392806559352516,11,Plot_2BO.shp,0.355794
delen,5.8,2.5,0.0026420794216690155,11,Plot_2BO.shp,0.355794
bwa kapab,6.5,6.0,0.0033183072403542195,11,Plot_2BO.shp,0.355794
kasya,7.9,6.4,0.0049016699377634745,11,Plot_2BO.shp,0.355794
bwa dom,5.7,6.5,0.0025517586328783095,11,Plot_2BO.shp,0.355794
kasya,8.4,7.8,0.005541769440932396,11,Plot_2BO.shp,0.355794
bwa kapab,11.6,9.5,0.010568317686676062,11,Plot_2BO.shp,0.355794
kasya,9.6,7.8,0.007238229473870883,11,Plot_2BO.shp,0.355794
kasya,6.1,5.5,0.002922466566001905,11,Plot_2BO.shp,0.355794
kaliptis,8.5,7.3,0.005674501730546565,11,Plot_2BO.shp,0.355794
latanye,46.3,8.3,0.16836501888934757,11,Plot_2BO.shp,0.355794
bwa kapab,7.5,6.2,0.004417864669110647,11,Plot_2BO.shp,0.355794
bwa kapab,5.0,3.6,0.001963495408493621,11,Plot_2BO.shp,0.355794
zakasya,7.5,6.0,0.004417864669110647,11,Plot_2BO.shp,0.355794
zakasya,5.9,5.4,0.002733971006786518,11,Plot_2BO.shp,0.355794
bwa kapab,6.3,4.5,0.0031172453105244723,11,Plot_2BO.shp,0.355794
bwa kapab,5.0,3.2,0.001963495408493621,11,Plot_2BO.shp,0.355794
bayawonn,6.0,6.0,0.0028274333882308137,11,Plot_2BO.shp,0.355794
bayawonn,6.2,6.0,0.003019070540099791,11,Plot_2BO.shp,0.355794
bayawonn,6.1,6.0,0.002922466566001905,11,Plot_2BO.shp,0.355794
bayawonn,7.0,6.0,0.003848451000647497,11,Plot_2BO.shp,0.355794
bayawonn,6.4,6.0,0.003216990877275948,11,Plot_2BO.shp,0.355794
bayawonn,6.0,6.0,0.0028274333882308137,11,Plot_2BO.shp,0.355794
gwayav,5.8,2.8,0.0026420794216690155,11,Plot_2BO.shp,0.355794
zakasya,5.3,5.5,0.002206183440983432,11,Plot_2BO.shp,0.355794
kowosol,9.0,2.8,0.0063617251235193305,11,Plot_2BO.shp,0.355794
zakasya,7.0,6.5,0.003848451000647497,11,Plot_2BO.shp,0.355794
zakasya,10.7,8.2,0.008992023572737385,11,Plot_2BO.shp,0.355794
zakasya,7.3,7.6,0.004185386812745002,11,Plot_2BO.shp,0.355794
zakasya,5.7,5.0,0.0025517586328783095,11,Plot_2BO.shp,0.355794
zakasya,7.2,5.0,0.004071504079052372,11,Plot_2BO.shp,0.355794
zakasya,5.7,4.9,0.0025517586328783095,11,Plot_2BO.shp,0.355794
zakasya,5.5,4.5,0.002375829444277281,11,Plot_2BO.shp,0.355794
zakasya,6.7,6.3,0.003525652355491146,11,Plot_2BO.shp,0.355794
kaliptis,5.3,4.6,0.002206183440983432,11,Plot_2BO.shp,0.355794
bwa pine,5.5,6.5,0.002375829444277281,11,Plot_2BO.shp,0.355794
zakasya,5.9,6.2,0.002733971006786518,11,Plot_2BO.shp,0.355794
zakasya,5.0,7.0,0.001963495408493621,11,Plot_2BO.shp,0.355794
zakasya,5.9,6.2,0.002733971006786518,11,Plot_2BO.shp,0.355794
zakasya,5.0,6.0,0.001963495408493621,11,Plot_2BO.shp,0.355794
zakasya,5.0,6.0,0.001963495408493621,11,Plot_2BO.shp,0.355794
zakasya,6.1,6.8,0.002922466566001905,11,Plot_2BO.shp,0.355794
zakasya,10.3,7.0,0.00833228911548353,11,Plot_2BO.shp,0.355794
zakasya,6.7,7.0,0.003525652355491146,11,Plot_2BO.shp,0.355794
zakasya,6.8,7.1,0.0036316811075498014,11,Plot_2BO.shp,0.355794
zakasya,5.8,6.4,0.0026420794216690155,11,Plot_2BO.shp,0.355794
zakasya,6.9,6.0,0.0037392806559352516,11,Plot_2BO.shp,0.355794
zakasya,7.0,6.0,0.003848451000647497,11,Plot_2BO.shp,0.355794
zakasya,7.0,7.2,0.003848451000647497,11,Plot_2BO.shp,0.355794
zakasya,6.6,5.4,0.003421194399759285,11,Plot_2BO.shp,0.355794
zakasya,8.9,8.0,0.006221138852271189,11,Plot_2BO.shp,0.355794
zakasya,6.1,6.2,0.002922466566001905,11,Plot_2BO.shp,0.355794
zakasya,5.0,6.3,0.001963495408493621,11,Plot_2BO.shp,0.355794
zakasya,6.2,5.8,0.003019070540099791,11,Plot_2BO.shp,0.355794
zakasya,5.0,6.0,0.001963495408493621,11,Plot_2BO.shp,0.355794
zakasya,6.1,7.2,0.002922466566001905,11,Plot_2BO.shp,0.355794
delen,9.4,7.0,0.006939778171779853,11,Plot_2BO.shp,0.355794
chenn,10.5,6.0,0.008659014751456867,11,Plot_2BO.shp,0.355794
zakasya,5.6,6.0,0.0024630086404143973,11,Plot_2BO.shp,0.355794
delen,6.4,6.0,0.003216990877275948,11,Plot_2BO.shp,0.355794
zakasya,5.2,5.9,0.0021237166338267006,11,Plot_2BO.shp,0.355794
bwa pine,17.5,10.0,0.02405281875404685,11,Plot_2BO.shp,0.355794
zakasya,6.6,7.0,0.003421194399759285,11,Plot_2BO.shp,0.355794
bwa pine,5.3,3.2,0.002206183440983432,11,Plot_2BO.shp,0.355794
zakasya,6.5,5.2,0.0033183072403542195,11,Plot_2BO.shp,0.355794
zakasya,5.4,5.5,0.0022902210444669595,11,Plot_2BO.shp,0.355794
zakasya,6.7,7.0,0.003525652355491146,11,Plot_2BO.shp,0.355794
zakasya,6.0,7.0,0.0028274333882308137,11,Plot_2BO.shp,0.355794
zakasya,6.9,6.0,0.0037392806559352516,11,Plot_2BO.shp,0.355794
zakasya,5.9,6.0,0.002733971006786518,11,Plot_2BO.shp,0.355794
zakasya,5.7,7.0,0.0025517586328783095,11,Plot_2BO.shp,0.355794
zakasya,6.3,6.5,0.0031172453105244723,11,Plot_2BO.shp,0.355794
zakasya,5.1,7.0,0.0020428206229967626,11,Plot_2BO.shp,0.355794
lorie,14.0,7.0,0.015393804002589988,11,Plot_2BO.shp,0.355794
zakasya,8.3,7.0,0.005410607947645022,11,Plot_2BO.shp,0.355794
kaliptis,9.4,7.0,0.006939778171779853,11,Plot_2BO.shp,0.355794
zakasya,5.5,6.6,0.002375829444277281,11,Plot_2BO.shp,0.355794
kaliptis,10.0,7.0,0.007853981633974483,11,Plot_2BO.shp,0.355794
palmis,18.2,5.0,0.02601552876437708,11,Plot_2BO.shp,0.355794
zakasya,6.0,6.0,0.0028274333882308137,11,Plot_2BO.shp,0.355794
zakasya,5.5,6.0,0.002375829444277281,11,Plot_2BO.shp,0.355794
bwa pine,21.3,8.0,0.03563272927517883,11,Plot_2BO.shp,0.355794
zakasya,7.3,6.2,0.004185386812745002,11,Plot_2BO.shp,0.355794
zakasya,6.9,8.1,0.0037392806559352516,11,Plot_2BO.shp,0.355794
kajou,8.0,6.3,0.005026548245743669,11,Plot_2BO.shp,0.355794
zakasya,5.6,6.0,0.0024630086404143973,11,Plot_2BO.shp,0.355794
zakasya,5.9,5.8,0.002733971006786518,11,Plot_2BO.shp,0.355794
zakasya,7.5,6.0,0.004417864669110647,11,Plot_2BO.shp,0.355794
zakasya,5.0,6.1,0.001963495408493621,11,Plot_2BO.shp,0.355794
zakasya,6.6,6.4,0.003421194399759285,11,Plot_2BO.shp,0.355794
bwa kapab,10.0,7.4,0.007853981633974483,11,Plot_2BO.shp,0.355794
zakasya,5.0,5.9,0.001963495408493621,11,Plot_2BO.shp,0.355794
latanye,42.4,8.1,0.14119574022293965,11,Plot_2BO.shp,0.355794
zakasya,9.6,8.6,0.007238229473870883,11,Plot_2BO.shp,0.355794
zakasya,6.3,7.0,0.0031172453105244723,11,Plot_2BO.shp,0.355794
zakasya,6.6,7.1,0.003421194399759285,11,Plot_2BO.shp,0.355794
zakasya,5.5,6.5,0.002375829444277281,11,Plot_2BO.shp,0.355794
zakasya,6.0,6.0,0.0028274333882308137,11,Plot_2BO.shp,0.355794
zakasya,6.5,6.5,0.0033183072403542195,11,Plot_2BO.shp,0.355794
zakasya,7.0,6.5,0.003848451000647497,11,Plot_2BO.shp,0.355794
bwa dom,7.4,6.2,0.004300840342764428,11,Plot_2BO.shp,0.355794
zakasya,7.0,6.5,0.003848451000647497,11,Plot_2BO.shp,0.355794
zakasya,6.0,6.5,0.0028274333882308137,11,Plot_2BO.shp,0.355794
zakasya,6.0,6.0,0.0028274333882308137,11,Plot_2BO.shp,0.355794
zakasya,5.0,4.5,0.001963495408493621,11,Plot_2BO.shp,0.355794
zakasya,9.0,8.0,0.0063617251235193305,11,Plot_2BO.shp,0.355794
zakasya,11.1,8.0,0.00967689077121996,11,Plot_2BO.shp,0.355794
zakasya,6.8,6.3,0.0036316811075498014,11,Plot_2BO.shp,0.355794
zakasya,5.1,6.2,0.0020428206229967626,11,Plot_2BO.shp,0.355794
zakasya,7.6,7.0,0.004536459791783661,11,Plot_2BO.shp,0.355794
zakasya,5.7,5.5,0.0025517586328783095,11,Plot_2BO.shp,0.355794
zakasya,5.1,6.3,0.0020428206229967626,11,Plot_2BO.shp,0.355794
koma,5.7,7.2,0.0025517586328783095,11,Plot_2BO.shp,0.355794
latanye lame,39.9,,0.12503617301103714,12,1Cuyo.shp,0.904163
zaboka,26.7,,0.055990249670440695,12,1Cuyo.shp,0.904163
mango,26.5,,0.05515458602458581,12,1Cuyo.shp,0.904163
zaboka,30.5,12.8,0.07306166415004763,12,1Cuyo.shp,0.904163
zoranj dous,10.1,5.4,0.008011846664817369,12,1Cuyo.shp,0.904163
zoranj dous,12.9,5.0,0.013069810837096936,12,1Cuyo.shp,0.904163
latanye lame,77.7,14.8,0.4741676477897781,12,1Cuyo.shp,0.904163
zaboka,37.5,8.6,0.11044661672776616,12,1Cuyo.shp,0.904163
latanye lame,55.5,16.4,0.24192226928049904,12,1Cuyo.shp,0.904163
latanye lame,47.2,16.4,0.17497414443433715,12,1Cuyo.shp,0.904163
latanye lame,45.5,16.0,0.16259705477735675,12,1Cuyo.shp,0.904163
zaboka,47.2,12.8,0.17497414443433715,12,1Cuyo.shp,0.904163
latanye lame,53.4,17.8,0.22396099868176278,12,1Cuyo.shp,0.904163
latanye lame,42.4,17.5,0.14119574022293965,12,1Cuyo.shp,0.904163
latanye lame,45.5,17.4,0.16259705477735675,12,1Cuyo.shp,0.904163
latanye lame,14.5,,0.01651299638543135,12,1Cuyo.shp,0.904163
latanye lame,18.7,9.0,0.02746458837584537,12,1Cuyo.shp,0.904163
chenn,15.4,11.2,0.018626502843133885,12,1Cuyo.shp,0.904163
latanye lame,14.4,9.0,0.01628601631620949,12,1Cuyo.shp,0.904163
latanye lame,15.1,9.2,0.017907863523625216,12,1Cuyo.shp,0.904163
mango,77.4,8.8,0.47051319013548976,12,1Cuyo.shp,0.904163
chenn,7.5,,0.004417864669110647,12,1Cuyo.shp,0.904163
latanye lame,15.6,,0.019113449704440302,12,1Cuyo.shp,0.904163
mango,25.9,,0.05268529419886423,12,1Cuyo.shp,0.904163
mango,17.0,,0.02269800692218626,12,1Cuyo.shp,0.904163
latanye lame,83.5,15.6,0.5475992344747859,12,1Cuyo.shp,0.904163
latanye,8.1,,0.005152997350050658,12,1Cuyo.shp,0.904163
latanye lame,42.4,,0.14119574022293965,12,1Cuyo.shp,0.904163
latanye lame,44.3,,0.1541336041685858,12,1Cuyo.shp,0.904163
latanye lame,47.4,,0.17646011775948509,12,1Cuyo.shp,0.904163
chenn,15.4,,0.018626502843133885,12,1Cuyo.shp,0.904163
latanye lame,93.4,17.8,0.6851468002287445,12,1Cuyo.shp,0.904163
kowosol,8.4,,0.005541769440932396,12,1Cuyo.shp,0.904163
kowosol,9.4,,0.006939778171779853,12,1Cuyo.shp,0.904163
chenn,14.1,,0.015614500886504666,12,1Cuyo.shp,0.904163
chenn,12.3,,0.011882288814039998,12,1Cuyo.shp,0.904163
mango,8.5,,0.005674501730546565,12,1Cuyo.shp,0.904163
chenn,18.3,,0.026302199094017143,12,1Cuyo.shp,0.904163
latanye lame,18.8,12.0,0.027759112687119412,12,1Cuyo.shp,0.904163
latanye lame,20.5,11.5,0.03300635781677776,12,1Cuyo.shp,0.904163
latanye lame,20.9,12.0,0.034306977175363934,12,1Cuyo.shp,0.904163
latanye lame,59.5,16.0,0.27805058479678163,12,1Cuyo.shp,0.904163
latanye lame,39.4,,0.12192206929316625,12,1Cuyo.shp,0.904163
mango,22.5,,0.03976078202199582,12,1Cuyo.shp,0.904163
mango,24.5,,0.04714352475793183,12,1Cuyo.shp,0.904163
mango,21.5,,0.036305030103047045,12,1Cuyo.shp,0.904163
mango,23.2,,0.04227327074670425,12,1Cuyo.shp,0.904163
mango,17.5,,0.02405281875404685,12,1Cuyo.shp,0.904163
mango,26.6,,0.05557163244934986,12,1Cuyo.shp,0.904163
mango,25.5,,0.051070515574919075,12,1Cuyo.shp,0.904163
mango,27.5,,0.05939573610693204,12,1Cuyo.shp,0.904163
latanye lame,48.5,,0.18474528298516477,12,1Cuyo.shp,0.904163
chenn,16.6,9.6,0.021642431790580088,12,1Cuyo.shp,0.904163
gommier,37.7,,0.11162785556551592,12,1Cuyo.shp,0.904163
gommier,16.3,,0.020867243803306804,12,1Cuyo.shp,0.904163
latanye lame,36.5,15.0,0.10463467031862503,12,1Cuyo.shp,0.904163
latanye lame,32.5,14.8,0.08295768100885548,12,1Cuyo.shp,0.904163
latanye lame,28.5,,0.06379396582195773,12,1Cuyo.shp,0.904163
latanye lame,21.1,,0.0349667116326178,12,1Cuyo.shp,0.904163
chenn,13.5,,0.014313881527918496,12,1Cuyo.shp,0.904163
chenn,18.5,,0.026880252142277666,12,1Cuyo.shp,0.904163
chenn,8.3,,0.005410607947645022,12,1Cuyo.shp,0.904163
chenn,9.5,,0.007088218424661971,12,1Cuyo.shp,0.904163
mango,35.6,7.4,0.09953822163633902,12,1Cuyo.shp,0.904163
zaboka,30.9,8.6,0.07499060203935176,12,1Cuyo.shp,0.904163
chenn,11.5,,0.010386890710931254,12,1Cuyo.shp,0.904163
chenn,10.5,,0.008659014751456867,12,1Cuyo.shp,0.904163
chenn,9.5,,0.007088218424661971,12,1Cuyo.shp,0.904163
chenn,13.5,10.7,0.014313881527918496,12,1Cuyo.shp,0.904163
mango,33.4,,0.08761587751596572,12,1Cuyo.shp,0.904163
mango,25.5,,0.051070515574919075,12,1Cuyo.shp,0.904163
latanye lame,68.3,,0.3663796038451122,12,1Cuyo.shp,0.904163
latanye lame,24.3,,0.04637697615045592,12,1Cuyo.shp,0.904163
latanye lame,37.4,,0.10985835350338148,12,1Cuyo.shp,0.904163
mango,37.9,,0.11281537758857287,12,1Cuyo.shp,0.904163
chenn,6.1,,0.002922466566001905,12,1Cuyo.shp,0.904163
kokoye,23.4,,0.04300526183499067,12,1Cuyo.shp,0.904163
latanye lame,30.7,,0.07402299150204611,12,1Cuyo.shp,0.904163
latanye lame,24.5,,0.04714352475793183,12,1Cuyo.shp,0.904163
latanye lame,28.5,,0.06379396582195773,12,1Cuyo.shp,0.904163
mango,18.1,,0.025730429231063806,12,1Cuyo.shp,0.904163
latanye lame,23.5,,0.04337361357362408,12,1Cuyo.shp,0.904163
latanye lame,23.7,,0.04411502943987127,12,1Cuyo.shp,0.904163
latanye lame,27.3,,0.05853493971984843,12,1Cuyo.shp,0.904163
mango,34.1,,0.09132688383801871,12,1Cuyo.shp,0.904163
latanye lame,38.3,12.4,0.11520927119060825,12,1Cuyo.shp,0.904163
latanye lame,25.5,,0.051070515574919075,12,1Cuyo.shp,0.904163
latanye lame,27.9,,0.06113617843702075,12,1Cuyo.shp,0.904163
chenn,7.5,,0.004417864669110647,12,1Cuyo.shp,0.904163
bwa kapab,16.5,10.0,0.021382464998495533,12,1Cuyo.shp,0.904163
chenn,11.5,,0.010386890710931254,12,1Cuyo.shp,0.904163
chenn,16.5,,0.021382464998495533,12,1Cuyo.shp,0.904163
chenn,18.3,,0.026302199094017143,12,1Cuyo.shp,0.904163
latanye lame,18.1,10.0,0.025730429231063806,12,1Cuyo.shp,0.904163
latanye lame,22.3,9.6,0.03905706526759171,12,1Cuyo.shp,0.904163
latanye lame,15.5,10.0,0.018869190875623696,12,1Cuyo.shp,0.904163
latanye lame,42.1,,0.13920475587872716,12,1Cuyo.shp,0.904163
kowosol,22.5,,0.03976078202199582,12,1Cuyo.shp,0.904163
kowosol,8.1,,0.005152997350050658,12,1Cuyo.shp,0.904163
mango,31.5,,0.07793113276311181,12,1Cuyo.shp,0.904163
kachiman,6.5,4.0,0.0033183072403542195,12,1Cuyo.shp,0.904163
fwenn,6.5,4.0,0.0033183072403542195,12,1Cuyo.shp,0.904163
latanye lame,44.4,,0.15483025233951936,12,1Cuyo.shp,0.904163
latanye lame,41.5,15.8,0.13526519869112552,12,1Cuyo.shp,0.904163
latanye lame,51.5,16.0,0.20830722788708822,12,1Cuyo.shp,0.904163
sitwon,9.5,,0.007088218424661971,12,1Cuyo.shp,0.904163
kenep,8.4,4.8,0.005541769440932396,12,1Cuyo.shp,0.904163
kenep,6.4,,0.003216990877275948,12,1Cuyo.shp,0.904163
latanye lame,41.5,15.6,0.13526519869112552,12,1Cuyo.shp,0.904163
chenn,18.5,13.2,0.026880252142277666,12,1Cuyo.shp,0.904163
chenn,8.9,,0.006221138852271189,12,1Cuyo.shp,0.904163
kenep,7.1,,0.003959192141686536,12,1Cuyo.shp,0.904163
latanye lame,41.5,,0.13526519869112552,12,1Cuyo.shp,0.904163
kalbas,7.1,,0.003959192141686536,12,1Cuyo.shp,0.904163
latanye lame,63.5,,0.31669217443593606,12,1Cuyo.shp,0.904163
mango,33.7,9.0,0.08919688401888481,12,1Cuyo.shp,0.904163
chenn,19.3,,0.029255296188391556,12,1Cuyo.shp,0.904163
chenn,9.1,,0.00650388219109427,12,1Cuyo.shp,0.904163
chenn,24.9,,0.04869547152880519,12,1Cuyo.shp,0.904163
latanye lame,15.8,10.4,0.019606679751053898,12,1Cuyo.shp,0.904163
latanye lame,27.4,12.0,0.05896455251522681,12,1Cuyo.shp,0.904163
latanye lame,29.5,11.0,0.06834927516966292,12,1Cuyo.shp,0.904163
chenn,9.5,,0.007088218424661971,12,1Cuyo.shp,0.904163
chenn,11.1,,0.00967689077121996,12,1Cuyo.shp,0.904163
kowosol,5.3,,0.002206183440983432,12,1Cuyo.shp,0.904163
mango,5.4,,0.0022902210444669595,12,1Cuyo.shp,0.904163
mango,6.3,,0.0031172453105244723,12,1Cuyo.shp,0.904163
latanye lame,42.5,,0.14186254326366407,12,1Cuyo.shp,0.904163
latanye lame,28.5,,0.06379396582195773,12,1Cuyo.shp,0.904163
mango,57.5,,0.2596722677732813,12,1Cuyo.shp,0.904163
latanye lame,25.5,,0.051070515574919075,12,1Cuyo.shp,0.904163
latanye lame,27.1,,0.057680426518072,12,1Cuyo.shp,0.904163
latanye lame,58.9,,0.27247111624400616,12,1Cuyo.shp,0.904163
latanye lame,32.5,,0.08295768100885548,12,1Cuyo.shp,0.904163
latanye lame,35.5,,0.09897980354216342,12,1Cuyo.shp,0.904163
latanye lame,58.5,,0.2687828864686917,12,1Cuyo.shp,0.904163
chenn,6.2,,0.003019070540099791,12,1Cuyo.shp,0.904163
mango,21.5,,0.036305030103047045,12,1Cuyo.shp,0.904163
mango,16.5,,0.021382464998495533,12,1Cuyo.shp,0.904163
mango,23.4,,0.04300526183499067,12,1Cuyo.shp,0.904163
mango,22.1,,0.038359631698494774,12,1Cuyo.shp,0.904163
mango,24.4,,0.04675946505603048,12,1Cuyo.shp,0.904163
mango,24.7,,0.047916356550714925,12,1Cuyo.shp,0.904163
kowosol,11.4,,0.010207034531513238,12,1Cuyo.shp,0.904163
chenn,10.8,,0.009160884177867838,12,1Cuyo.shp,0.904163
zoranj dous,12.3,,0.011882288814039998,12,1Cuyo.shp,0.904163
chenn,6.2,,0.003019070540099791,12,1Cuyo.shp,0.904163
latanye lame,47.5,,0.17720546061654927,12,1Cuyo.shp,0.904163
latanye,6.5,,0.0033183072403542195,12,1Cuyo.shp,0.904163
latanye,8.3,,0.005410607947645022,12,1Cuyo.shp,0.904163
latanye lame,22.2,14.8,0.03870756308487984,12,1Cuyo.shp,0.904163
latanye lame,32.5,,0.08295768100885548,12,1Cuyo.shp,0.904163
latanye lame,24.1,,0.0456167107282872,12,1Cuyo.shp,0.904163
mango,24.1,6.6,0.0456167107282872,12,1Cuyo.shp,0.904163
mango,26.5,6.5,0.05515458602458581,12,1Cuyo.shp,0.904163
mango,66.7,10.4,0.3494150035157274,12,1Cuyo.shp,0.904163
benzoliv,16.3,,0.020867243803306804,12,1Cuyo.shp,0.904163
mango,21.4,,0.03596809429094954,12,1Cuyo.shp,0.904163
latanye lame,45.9,14.4,0.16546847046273777,12,1Cuyo.shp,0.904163
latanye lame,38.9,,0.11884723548346528,12,1Cuyo.shp,0.904163
latanye lame,15.5,,0.018869190875623696,12,1Cuyo.shp,0.904163
latanye lame,42.4,,0.14119574022293965,12,1Cuyo.shp,0.904163
mango,62.5,8.6,0.30679615757712825,13,2_cuyo.shp,1.061428
mango,44.4,8.6,0.15483025233951936,13,2_cuyo.shp,1.061428
mango,32.7,9.4,0.08398184021392575,13,2_cuyo.shp,1.061428
mango,37.5,9.3,0.11044661672776616,13,2_cuyo.shp,1.061428
mango,39.7,,0.12378581913490845,13,2_cuyo.shp,1.061428
mango,48.6,9.0,0.18550790460182368,13,2_cuyo.shp,1.061428
mango,34.2,8.4,0.09186331078361915,13,2_cuyo.shp,1.061428
mango,39.5,,0.12254174844408688,13,2_cuyo.shp,1.061428
